f 1m 1f 2m 2f 3m 3f 4m 4f 5m 5f 6m 6f 7m 7f 8m 8f 9m 9f 10m 10f 11m 11f 12m 12f 13m 13f 14m 14f 15m 15f 16m 16f 17m 17f 18m 18f 19m 19f 20m 20f 21m 21f 22m 22f 23m 23f 24m 24f jV0013m jV0013f jV0014m jV0014f jV0015m jV0015f jV0016m jV0016f jV0017m jV0017f jV0018m jV0018f jV0020m jV0020f jV0019m jV0019f jV0022m jV0022f jV0021m jV0021f jV0024m jV0024f jV0023m jV0023f jV0100m jV0100f jV0200m jV0200f jV0300m jV0300f jV0400m jV0400f jV0500m jV0500f jV0600m jV0600f jV0800m jV0800f jV0700m jV0700f jV1000m jV1000f jV0900m jV0900f jV1200m jV1200f jV1100m jV1100f
7.7426e+007 1.00000e+000 0.000 0.00000e+000 0.000 1.00000e+000 0.000 0.00000e+000 0.000 1.00000e+000 0.000 0.00000e+000 0.000 0.00000e+000 0.000 1.00000e+000 0.000 0.00000e+000 0.000 1.00000e+000 0.000 0.00000e+000 0.000 1.00000e+000 0.000 1.00000e+000 180.000 0.00000e+000 0.000 1.00000e+000 180.000 0.00000e+000 0.000 1.00000e+000 180.000 0.00000e+000 0.000 0.00000e+000 0.000 1.00000e+000 180.000 0.00000e+000 0.000 1.00000e+000 180.000 0.00000e+000 0.000 1.00000e+000 180.000 4.21620e-006 -90.000 2.20001e-004 179.873 5.83781e-006 -90.000 1.00542e-004 178.336 5.83781e-006 -90.000 4.86484e-007 90.000 4.21620e-006 -90.000 2.20001e-004 179.873 5.83781e-006 -90.000 1.00542e-004 178.336 5.83781e-006 -90.000 4.86484e-007 90.000 1.68648e-006 -90.000 2.20000e-004 179.949 2.33512e-006 -90.000 1.00507e-004 179.334 2.33512e-006 -90.000 1.94594e-007 90.000 1.68648e-006 -90.000 2.20000e-004 179.949 2.33512e-006 -90.000 1.00507e-004 179.334 2.33512e-006 -90.000 1.94594e-007 90.000
1.0000e+008 1.00000e+000 0.000 0.00000e+000 0.000 1.00000e+000 0.000 0.00000e+000 0.000 1.00000e+000 0.000 0.00000e+000 0.000 0.00000e+000 0.000 1.00000e+000 0.000 0.00000e+000 0.000 1.00000e+000 0.000 0.00000e+000 0.000 1.00000e+000 0.000 1.00000e+000 180.000 0.00000e+000 0.000 1.00000e+000 180.000 0.00000e+000 0.000 1.00000e+000 180.000 0.00000e+000 0.000 0.00000e+000 0.000 1.00000e+000 180.000 0.00000e+000 0.000 1.00000e+000 180.000 0.00000e+000 0.000 1.00000e+000 180.000 5.44543e-006 -90.000 2.20001e-004 179.836 7.53982e-006 -90.000 1.00571e-004 177.852 7.53982e-006 -90.000 6.28319e-007 90.000 5.44543e-006 -90.000 2.20001e-004 179.836 7.53982e-006 -90.000 1.00571e-004 177.852 7.53982e-006 -90.000 6.28319e-007 90.000 2.17817e-006 -90.000 2.20000e-004 179.935 3.01593e-006 -90.000 1.00511e-004 179.140 3.01593e-006 -90.000 2.51327e-007 90.000 2.17817e-006 -90.000 2.20000e-004 179.935 3.01593e-006 -90.000 1.00511e-004 179.140 3.01593e-006 -90.000 2.51327e-007 90.000
1.2915e+008 1.00000e+000 0.000 0.00000e+000 0.000 1.00000e+000 0.000 0.00000e+000 0.000 1.00000e+000 0.000 0.00000e+000 0.000 0.00000e+000 0.000 1.00000e+000 0.000 0.00000e+000 0.000 1.00000e+000 0.000 0.00000e+000 0.000 1.00000e+000 0.000 1.00000e+000 180.000 0.00000e+000 0.000 1.00000e+000 180.000 0.00000e+000 0.000 1.00000e+000 180.000 0.00000e+000 0.000 0.00000e+000 0.000 1.00000e+000 180.000 0.00000e+000 0.000 1.00000e+000 180.000 0.00000e+000 0.000 1.00000e+000 180.000 7.03304e-006 -90.000 2.20001e-004 179.789 9.73806e-006 -90.000 1.00618e-004 177.226 9.73806e-006 -90.000 8.11505e-007 90.000 7.03304e-006 -90.000 2.20001e-004 179.789 9.73806e-006 -90.000 1.00618e-004 177.226 9.73806e-006 -90.000 8.11505e-007 90.000 2.81322e-006 -90.000 2.20000e-004 179.915 3.89522e-006 -90.000 1.00519e-004 178.890 3.89522e-006 -90.000 3.24602e-007 90.000 2.81322e-006 -90.000 2.20000e-004 179.915 3.89522e-006 -90.000 1.00519e-004 178.890 3.89522e-006 -90.000 3.24602e-007 90.000
1.6681e+008 1.00000e+000 0.000 0.00000e+000 0.000 1.00000e+000 0.000 0.00000e+000 0.000 1.00000e+000 0.000 0.00000e+000 0.000 0.00000e+000 0.000 1.00000e+000 0.000 0.00000e+000 0.000 1.00000e+000 0.000 0.00000e+000 0.000 1.00000e+000 0.000 1.00000e+000 180.000 0.00000e+000 0.000 1.00000e+000 180.000 0.00000e+000 0.000 1.00000e+000 180.000 0.00000e+000 0.000 0.00000e+000 0.000 1.00000e+000 180.000 0.00000e+000 0.000 1.00000e+000 180.000 0.00000e+000 0.000 1.00000e+000 180.000 9.08352e-006 -90.000 2.20002e-004 179.727 1.25772e-005 -90.000 1.00697e-004 176.419 1.25772e-005 -90.000 1.04810e-006 90.000 9.08352e-006 -90.000 2.20002e-004 179.727 1.25772e-005 -90.000 1.00697e-004 176.419 1.25772e-005 -90.000 1.04810e-006 90.000 3.63341e-006 -90.000 2.20000e-004 179.891 5.03087e-006 -90.000 1.00531e-004 178.566 5.03087e-006 -90.000 4.19239e-007 90.000 3.63341e-006 -90.000 2.20000e-004 179.891 5.03087e-006 -90.000 1.00531e-004 178.566 5.03087e-006 -90.000 4.19239e-007 90.000
2.1544e+008 1.00000e+000 0.000 0.00000e+000 0.000 1.00000e+000 0.000 0.00000e+000 0.000 1.00000e+000 0.000 0.00000e+000 0.000 0.00000e+000 0.000 1.00000e+000 0.000 0.00000e+000 0.000 1.00000e+000 0.000 0.00000e+000 0.000 1.00000e+000 0.000 1.00000e+000 180.000 0.00000e+000 0.000 1.00000e+000 180.000 0.00000e+000 0.000 1.00000e+000 180.000 0.00000e+000 0.000 0.00000e+000 0.000 1.00000e+000 180.000 0.00000e+000 0.000 1.00000e+000 180.000 0.00000e+000 0.000 1.00000e+000 180.000 1.17318e-005 -90.000 2.20004e-004 179.647 1.62441e-005 -90.000 1.00828e-004 175.380 1.62441e-005 -90.000 1.35367e-006 90.000 1.17318e-005 -90.000 2.20004e-004 179.647 1.62441e-005 -90.000 1.00828e-004 175.380 1.62441e-005 -90.000 1.35367e-006 90.000 4.69273e-006 -90.000 2.20001e-004 179.859 6.49762e-006 -90.000 1.00552e-004 178.148 6.49762e-006 -90.000 5.41468e-007 90.000 4.69273e-006 -90.000 2.20001e-004 179.859 6.49762e-006 -90.000 1.00552e-004 178.148 6.49762e-006 -90.000 5.41468e-007 90.000
2.7826e+008 1.00000e+000 0.000 0.00000e+000 0.000 1.00000e+000 0.000 0.00000e+000 0.000 1.00000e+000 0.000 0.00000e+000 0.000 0.00000e+000 0.000 1.00000e+000 0.000 0.00000e+000 0.000 1.00000e+000 0.000 0.00000e+000 0.000 1.00000e+000 0.000 1.00000e+000 180.000 0.00000e+000 0.000 1.00000e+000 180.000 0.00000e+000 0.000 1.00000e+000 180.000 0.00000e+000 0.000 0.00000e+000 0.000 1.00000e+000 180.000 0.00000e+000 0.000 1.00000e+000 180.000 0.00000e+000 0.000 1.00000e+000 180.000 1.51522e-005 -90.000 2.20007e-004 179.545 2.09800e-005 -90.000 1.01046e-004 174.041 2.09800e-005 -90.000 1.74833e-006 90.000 1.51522e-005 -90.000 2.20007e-004 179.545 2.09800e-005 -90.000 1.01046e-004 174.041 2.09800e-005 -90.000 1.74833e-006 90.000 6.06089e-006 -90.000 2.20001e-004 179.818 8.39200e-006 -90.000 1.00588e-004 177.609 8.39200e-006 -90.000 6.99333e-007 90.000 6.06089e-006 -90.000 2.20001e-004 179.818 8.39200e-006 -90.000 1.00588e-004 177.609 8.39200e-006 -90.000 6.99333e-007 90.000
3.5938e+008 1.00000e+000 0.000 0.00000e+000 0.000 1.00000e+000 0.000 0.00000e+000 0.000 1.00000e+000 0.000 0.00000e+000 0.000 0.00000e+000 0.000 1.00000e+000 0.000 0.00000e+000 0.000 1.00000e+000 0.000 0.00000e+000 0.000 1.00000e+000 0.000 1.00000e+000 180.000 0.00000e+000 0.000 1.00000e+000 180.000 0.00000e+000 0.000 1.00000e+000 180.000 0.00000e+000 0.000 0.00000e+000 0.000 1.00000e+000 180.000 0.00000e+000 0.000 1.00000e+000 180.000 0.00000e+000 0.000 1.00000e+000 180.000 1.95699e-005 -90.000 2.20012e-004 179.412 2.70967e-005 -90.000 1.01409e-004 172.322 2.70967e-005 -90.000 2.25806e-006 90.000 1.95699e-005 -90.000 2.20012e-004 179.412 2.70967e-005 -90.000 1.01409e-004 172.322 2.70967e-005 -90.000 2.25806e-006 90.000 7.82794e-006 -90.000 2.20002e-004 179.765 1.08387e-005 -90.000 1.00646e-004 176.913 1.08387e-005 -90.000 9.03224e-007 90.000 7.82794e-006 -90.000 2.20002e-004 179.765 1.08387e-005 -90.000 1.00646e-004 176.913 1.08387e-005 -90.000 9.03224e-007 90.000
4.6416e+008 1.00000e+000 0.000 0.00000e+000 0.000 1.00000e+000 0.000 0.00000e+000 0.000 1.00000e+000 0.000 0.00000e+000 0.000 0.00000e+000 0.000 1.00000e+000 0.000 0.00000e+000 0.000 1.00000e+000 0.000 0.00000e+000 0.000 1.00000e+000 0.000 1.00000e+000 180.000 0.00000e+000 0.000 1.00000e+000 180.000 0.00000e+000 0.000 1.00000e+000 180.000 0.00000e+000 0.000 0.00000e+000 0.000 1.00000e+000 180.000 0.00000e+000 0.000 1.00000e+000 180.000 0.00000e+000 0.000 1.00000e+000 180.000 2.52754e-005 -90.000 2.20019e-004 179.241 3.49968e-005 -90.000 1.02012e-004 170.123 3.49968e-005 -90.000 2.91640e-006 90.000 2.52754e-005 -90.000 2.20019e-004 179.241 3.49968e-005 -90.000 1.02012e-004 170.123 3.49968e-005 -90.000 2.91640e-006 90.000 1.01102e-005 -90.000 2.20003e-004 179.696 1.39987e-005 -90.000 1.00743e-004 176.016 1.39987e-005 -90.000 1.16656e-006 90.000 1.01102e-005 -90.000 2.20003e-004 179.696 1.39987e-005 -90.000 1.00743e-004 176.016 1.39987e-005 -90.000 1.16656e-006 90.000
5.9948e+008 1.00000e+000 0.000 0.00000e+000 0.000 1.00000e+000 0.000 0.00000e+000 0.000 1.00000e+000 0.000 0.00000e+000 0.000 0.00000e+000 0.000 1.00000e+000 0.000 0.00000e+000 0.000 1.00000e+000 0.000 0.00000e+000 0.000 1.00000e+000 0.000 1.00000e+000 180.000 0.00000e+000 0.000 1.00000e+000 180.000 0.00000e+000 0.000 1.00000e+000 180.000 0.00000e+000 0.000 0.00000e+000 0.000 1.00000e+000 180.000 0.00000e+000 0.000 1.00000e+000 180.000 0.00000e+000 0.000 1.00000e+000 180.000 3.26445e-005 -90.000 2.20032e-004 179.019 4.52000e-005 -90.000 1.03010e-004 167.326 4.52000e-005 -90.000 3.76667e-006 90.000 3.26445e-005 -90.000 2.20032e-004 179.019 4.52000e-005 -90.000 1.03010e-004 167.326 4.52000e-005 -90.000 3.76667e-006 90.000 1.30578e-005 -90.000 2.20005e-004 179.608 1.80800e-005 -90.000 1.00906e-004 174.860 1.80800e-005 -90.000 1.50667e-006 90.000 1.30578e-005 -90.000 2.20005e-004 179.608 1.80800e-005 -90.000 1.00906e-004 174.860 1.80800e-005 -90.000 1.50667e-006 90.000
7.7426e+008 1.00000e+000 0.000 0.00000e+000 0.000 1.00000e+000 0.000 0.00000e+000 0.000 1.00000e+000 0.000 0.00000e+000 0.000 0.00000e+000 0.000 1.00000e+000 0.000 0.00000e+000 0.000 1.00000e+000 0.000 0.00000e+000 0.000 1.00000e+000 0.000 1.00000e+000 180.000 0.00000e+000 0.000 1.00000e+000 180.000 0.00000e+000 0.000 1.00000e+000 180.000 0.00000e+000 0.000 0.00000e+000 0.000 1.00000e+000 180.000 0.00000e+000 0.000 1.00000e+000 180.000 0.00000e+000 0.000 1.00000e+000 180.000 4.21620e-005 -90.000 2.20054e-004 178.733 5.83781e-005 -90.000 1.04653e-004 163.805 5.83781e-005 -90.000 4.86484e-006 90.000 4.21620e-005 -90.000 2.20054e-004 178.733 5.83781e-005 -90.000 1.04653e-004 163.805 5.83781e-005 -90.000 4.86484e-006 90.000 1.68648e-005 -90.000 2.20009e-004 179.493 2.33512e-005 -90.000 1.01176e-004 173.373 2.33512e-005 -90.000 1.94594e-006 90.000 1.68648e-005 -90.000 2.20009e-004 179.493 2.33512e-005 -90.000 1.01176e-004 173.373 2.33512e-005 -90.000 1.94594e-006 90.000
1.0000e+009 1.00000e+000 0.000 0.00000e+000 0.000 1.00000e+000 0.000 0.00000e+000 0.000 1.00000e+000 0.000 0.00000e+000 0.000 0.00000e+000 0.000 1.00000e+000 0.000 0.00000e+000 0.000 1.00000e+000 0.000 0.00000e+000 0.000 1.00000e+000 0.000 1.00000e+000 180.000 0.00000e+000 0.000 1.00000e+000 180.000 0.00000e+000 0.000 1.00000e+000 180.000 0.00000e+000 0.000 0.00000e+000 0.000 1.00000e+000 180.000 0.00000e+000 0.000 1.00000e+000 180.000 0.00000e+000 0.000 1.00000e+000 180.000 5.44543e-005 -90.000 2.20090e-004 178.364 7.53982e-005 -90.000 1.07338e-004 159.438 7.53982e-005 -90.000 6.28319e-006 90.000 5.44543e-005 -90.000 2.20090e-004 178.364 7.53982e-005 -90.000 1.07338e-004 159.438 7.53982e-005 -90.000 6.28319e-006 90.000 2.17817e-005 -90.000 2.20014e-004 179.345 3.01593e-005 -90.000 1.01625e-004 171.467 3.01593e-005 -90.000 2.51327e-006 90.000 2.17817e-005 -90.000 2.20014e-004 179.345 3.01593e-005 -90.000 1.01625e-004 171.467 3.01593e-005 -90.000 2.51327e-006 90.000
